Adamsville,New Jersey,United States,33.600555,-86.953719
Monroeville,New Jersey,United States,31.527316,-87.323871
Montevallo,New Jersey,United States,33.100615,-86.862594
Ramer,New Jersey,United States,32.05044,-86.221063
Moody,New Jersey,United States,33.591532,-86.494821
Morris,New Jersey,United States,33.74721,-86.808859
Mountain Brook,New Jersey,United States,33.502115,-86.755509
Munford,New Jersey,United States,33.526665,-85.953529
Muscle Shoals,New Jersey,United States,34.742435,-87.667709
New Brockton,New Jersey,United States,31.385655,-85.929139
New Hope,New Jersey,United States,34.538731,-86.395218
Stevenson,New Jersey,United States,34.86819,-85.838009
Northport,New Jersey,United States,33.24024,-87.591524
Oakman,New Jersey,United States,33.71368,-87.388989
Ohatchee,New Jersey,United States,33.7843,-86.018423
Ensley,New Jersey,United States,33.50951,-86.887306
Opp,New Jersey,United States,31.286795,-86.255609
Oxford,New Jersey,United States,33.613075,-85.835699
Parrish,New Jersey,United States,33.726648,-87.287858
Cottondale,New Jersey,United States,33.190167,-87.444084
Pelham,New Jersey,United States,33.284688,-86.810223
Pell City,New Jersey,United States,33.586085,-86.286414
Bear Creek,New Jersey,United States,34.274535,-87.700604
Reform,New Jersey,United States,33.37822,-88.013489
Piedmont,New Jersey,United States,33.922,-85.613519
Brundidge,New Jersey,United States,31.7202,-85.816771
Pinson,New Jersey,United States,33.69121,-86.682354
Alpine,New Jersey,United States,33.349525,-86.236109
Pleasant Grove,New Jersey,United States,33.49086,-86.970711
Ranburne,New Jersey,United States,33.522327,-85.344802
Wedowee,New Jersey,United States,33.309219,-85.485499
Uniontown,New Jersey,United States,32.44948,-87.513464
Robertsdale,New Jersey,United States,30.553841,-87.710177
Seale,New Jersey,United States,32.314858,-85.177094
Samson,New Jersey,United States,31.11297,-86.045294
Sand Rock,New Jersey,United States,34.242369,-85.758621
Satsuma,New Jersey,United States,30.85241,-88.057139
Columbiana,New Jersey,United States,33.1779,-86.607124
Scottsboro,New Jersey,United States,34.681391,-86.079315
Sheffield,New Jersey,United States,34.759615,-87.687024
Alabaster,New Jersey,United States,33.245086,-86.816224
Slocomb,New Jersey,United States,31.10762,-85.592984
Smiths Station,New Jersey,United States,32.54086,-85.089629
Silas,New Jersey,United States,31.770325,-88.329034
Southside,New Jersey,United States,33.92642,-86.023034
Spanish Fort,New Jersey,United States,30.675129,-87.873192
Harvest,New Jersey,United States,34.859675,-86.749274
Spring Garden,New Jersey,United States,33.972889,-85.553307
Springville,New Jersey,United States,33.7724,-86.474789
Odenville,New Jersey,United States,33.68546,-86.394599
Millbrook,New Jersey,United States,32.480091,-86.36216
York,New Jersey,United States,32.488366,-88.29884
Talladega,New Jersey,United States,33.43451,-86.102689
Tallassee,New Jersey,United States,32.536025,-85.893842
Tarrant,Georgia,United States,33.584588,-86.77267
Hillsboro,Georgia,United States,34.639389,-87.191071
Theodore,Georgia,United States,30.55433,-88.178889
Thomasville,Georgia,United States,31.913639,-87.741081
Brewton,Georgia,United States,31.104013,-87.072062
Vinemont,Georgia,United States,34.247403,-86.869544
East Brewton,Georgia,United States,31.087725,-87.06018
Weaver,Georgia,United States,33.750931,-85.812637
Walnut Grove,Georgia,United States,34.067532,-86.303993
Trinity,Georgia,United States,34.60617,-87.087974
Camden,Georgia,United States,31.993001,-87.290489
Winfield,Georgia,United States,33.928581,-87.816557
Double Springs,Georgia,United States,34.150316,-87.398592
Adak,Georgia,United States,51.88001,-176.657569
Akhiok,Georgia,United States,56.945599,-154.169998
Akiak,Georgia,United States,60.909659,-161.223451
Kasigluk,Georgia,United States,60.895273,-162.517124
Akutan,Georgia,United States,54.134725,-165.770554
Wainwright,Georgia,United States,70.6439,-160.023794
Alakanuk,Georgia,United States,62.687155,-164.665094
Tok,Georgia,United States,63.33567,-142.983804
Sand Point,Georgia,United States,55.337009,-160.491806
Allakaket,Georgia,United States,66.564032,-152.652498
Anchorage,Georgia,United States,61.21755,-149.858384
Ambler,Georgia,United States,67.08621,-157.857009
Anderson,Georgia,United States,64.343582,-149.178329
St. Mary's,Georgia,United States,62.050328,-163.178908
Nulato,Georgia,United States,64.73324,-158.114749
Angoon,Georgia,United States,57.502146,-134.582302
Aniak,Georgia,United States,61.581385,-159.568004
Elim,Georgia,United States,64.61583,-162.256079
Nunapitchuk,Georgia,United States,60.897058,-162.452686
St. Michael,Georgia,United States,63.473476,-162.052059
Gambell,Georgia,United States,63.77678,-171.726134
Noorvik,Georgia,United States,66.836845,-161.040919
Platinum,Georgia,United States,58.921607,-161.727467
Newtok,Georgia,United States,60.941349,-164.630508
Beaver,Georgia,United States,66.359025,-147.395789
Eielson AFB,Georgia,United States,64.690529,-147.101761
Palmer,Georgia,United States,61.59944,-149.117374
Bethel,Georgia,United States,60.794292,-161.760877
Brevig Mission,Georgia,United States,65.33196,-166.485334
Naknek,Georgia,United States,58.728511,-157.013566
Buckland,Georgia,United States,65.978555,-161.123684
Cantwell,Georgia,United States,63.392292,-148.949527
Chefornak,Georgia,United States,60.15778,-164.274859
Chenega Bay,Georgia,United States,60.549709,-145.75032
Chevak,Georgia,United States,61.52801,-165.580607
New Stuyahok,Georgia,United States,59.451285,-157.316939
Kipnuk,Georgia,United States,59.937082,-164.041398
Chignik Bay,Georgia,United States,56.298599,-158.417725
Chignik Lagoon,Georgia,United States,56.304878,-158.49678
Chignik Lake,Georgia,United States,56.255014,-158.76191
Cold Bay,Georgia,United States,55.20812,-162.711204
Cordova,Georgia,United States,60.5414,-145.749369
Craig,Georgia,United States,55.475025,-133.150569
Chuathbaluk,Georgia,United States,61.57686,-159.244259
Grayling,Georgia,United States,62.905315,-160.066519
Selawik,Texas,United States,66.6001,-160.010968
Deering,Texas,United States,66.076119,-162.720036
Delta Junction,Texas,United States,64.04661,-145.735934
Pedro Bay,Texas,United States,59.78677,-154.10527
Kongiganak,Texas,United States,59.953899,-162.895004
Dillingham,Texas,United States,59.039794,-158.46239
Diomede,Texas,United States,65.757004,-168.949997
Dot Lake,Texas,United States,63.661179,-144.063736
Eagle,Texas,United States,64.78768,-141.202609
Egegik,Texas,United States,58.21782,-157.355146
Emmonak,Texas,United States,62.776515,-164.549347
Fairbanks,Texas,United States,64.845085,-147.722059
False Pass,Texas,United States,54.85148,-163.412834
Central,Texas,United States,65.572085,-144.803544
Fort Yukon,Texas,United States,66.563708,-145.241035
Unalakleet,Texas,United States,63.878474,-160.793061
Galena,Texas,United States,64.734244,-156.933161
Upper Kalskag,Texas,United States,61.538151,-160.314026
Red Devil,Texas,United States,61.76454,-157.312474
Valdez,Texas,United States,61.130385,-146.354104
Manley Hot Springs,Texas,United States,64.981163,-150.637314
Glennallen,Texas,United States,62.107945,-145.533184
Gustavus,Texas,United States,58.41264,-135.732999
Haines,Texas,United States,59.23483,-135.443049
Kaktovik,Texas,United States,70.133625,-143.612524
Savoonga,Texas,United States,63.695092,-170.465275
Hollis,Texas,United States,55.56493,-132.623978
Homer,Texas,United States,59.64656,-151.544229
Hoonah,Texas,United States,58.108114,-135.437693
Hooper Bay,Texas,United States,61.531703,-166.098101
Hope,Texas,United States,60.919398,-149.640777
Big Lake,Texas,United States,61.512728,-149.954444
Coffman Cove,Texas,United States,56.013978,-132.826293
Hydaburg,Texas,United States,55.20497,-132.822029
Hyder,Texas,United States,55.914705,-130.028044
Yakutat,Texas,United States,59.550789,-139.730898
Mountain Village,Texas,United States,62.08944,-163.725614
Ivanof Bay,Texas,United States,55.902401,-159.48288
Sleetmute,Texas,United States,61.70222,-157.169179
Teller,Texas,United States,65.26418,-166.363319
Huslia,Texas,United States,65.70237,-156.387192
Atmautluak,Texas,United States,60.862968,-162.275955
Venetie,Texas,United States,67.00905,-146.405966
Crooked Creek,Texas,United States,61.870369,-158.108306
Juneau,Texas,United States,58.29974,-134.406794
Fritz Creek,Alabama,United States,59.737659,-151.313736
Kake,Alabama,United States,56.974836,-133.941159
Point Lay,Alabama,United States,69.74359,-163.017414
Kaltag,Alabama,United States,64.324829,-158.724623
Kodiak,Alabama,United States,57.795154,-152.394968
Ketchikan,Alabama,United States,55.34214,-131.647854
Kenai,Alabama,United States,60.553082,-151.25972
Copper Center,Alabama,United States,61.960788,-145.314866
Kwethluk,Alabama,United States,60.81011,-161.426029
Kiana,Alabama,United States,66.969928,-160.428639
King Cove,Alabama,United States,55.060205,-162.303404
Klawock,Alabama,United States,55.550775,-133.085774
Kokhanok,Alabama,United States,59.438042,-154.773819
Koliganek,Alabama,United States,59.728901,-157.284775
Kotlik,Alabama,United States,63.032848,-163.553574
Koyuk,Alabama,United States,64.931115,-161.160364
Quinhagak,Alabama,United States,59.75114,-161.907874
Kwethiuk,Alabama,United States,61.325384,-154.565033
Kwigillingok,Alabama,United States,59.907738,-163.026376
King Salmon,Alabama,United States,58.696018,-156.697534
Larsen Bay,Alabama,United States,57.53835,-153.980504
Nome,Alabama,United States,64.499557,-165.404694
Levelock,Alabama,United States,59.112569,-156.855742
Tuntutuliak,Alabama,United States,60.343155,-162.663939
Manokotak,Alabama,United States,58.981724,-159.057723
Marshall,Alabama,United States,61.87953,-162.087924
Golovin,Alabama,United States,64.543315,-163.032929
Tanana,Alabama,United States,65.17153,-152.077714
McGrath,Alabama,United States,62.949119,-155.559872
Eagle River,Alabama,United States,61.3216,-149.567104
Kivalina,Alabama,United States,67.729752,-164.540078
Atqasuk,Alabama,United States,70.480961,-157.42228
Mentasta Lake,Alabama,United States,62.932941,-143.774994
Ruby,Alabama,United States,64.738078,-155.489154
Port Heiden,Alabama,United States,56.94109,-158.630189
Metlakatla,Alabama,United States,55.130505,-131.576544
Lake Minchumina,Alabama,United States,63.882545,-152.312834
Minto,Alabama,United States,65.198669,-149.529755
Sitka,Alabama,United States,57.052012,-135.33375
Nanwalek,Alabama,United States,59.35096,-151.915009
Noatak,Alabama,United States,67.571525,-162.965024
Toksook Bay,Alabama,United States,60.532985,-165.104244
Nelson Lagoon,Alabama,United States,56.000599,-161.203995
Nenana,Alabama,United States,64.558045,-149.099684
Iliamna,Alabama,United States,59.759823,-154.910817
Nightmute,Alabama,United States,60.477242,-164.721405
Nikiski,Alabama,United States,60.690101,-151.29162
Anchor Point,Alabama,United States,59.775993,-151.831054
Nikolski,Alabama,United States,52.938925,-168.867804
Ninilchik,Alabama,United States,60.052399,-151.667892
Nondalton,Alabama,United States,59.97172,-154.847014
North Pole,Alabama,United States,64.74878,-147.352564
Nuiqsut,Alabama,United States,70.214111,-151.004135
Anaktuvuk Pass,Alabama,United States,68.14499,-151.732539
Mekoryuk,Alabama,United States,60.39061,-166.190502
Old Harbor,Alabama,United States,57.19862,-153.305664
Ouzinkie,Alabama,United States,57.92245,-152.504629
Tununak,Alabama,United States,60.583472,-165.25826
Pelican,Alabama,United States,57.960309,-136.228677
Perryville,Alabama,United States,55.91217,-159.154266
Petersburg,Alabama,United States,56.806492,-132.970917
Pilot Point,Alabama,United States,57.559143,-157.578927
Port Alexander,Alabama,United States,56.250488,-134.646484
Port Graham,Alabama,United States,59.349171,-151.82811
Port Lions,Alabama,United States,57.86741,-152.879924
Oscarville,Alabama,United States,60.72187,-161.767715
Goodnews Bay,Alabama,United States,59.121792,-161.58783
Russian Mission,Alabama,United States,61.785637,-161.32436
Scammon Bay,Alabama,United States,61.84249,-165.580219
Seward,Alabama,United States,60.11236,-149.442924
Shaktoolik,Alabama,United States,64.35485,-161.192754
Sheldon Point,Alabama,United States,62.582939,-164.792084
Shishmaref,Alabama,United States,66.2568,-166.066579
Shungnak,Alabama,United States,66.886245,-157.137784
Skagway,Alabama,United States,59.460305,-135.308489
Soldotna,Alabama,United States,60.50043,-151.089744
Slana,Alabama,United States,62.68705,-143.902832
St. George,Alabama,United States,56.60717,-169.549744
St. Paul,Alabama,United States,44.943821,-93.093323
Stevens Village,Alabama,United States,66.004375,-149.091434
Seldovia,Alabama,United States,59.43991,-151.717114
Takotna,Alabama,United States,62.984482,-156.070206
Port Alsworth,Alabama,United States,60.39558,-154.494465
Tatitlek,Alabama,United States,60.865162,-146.677887
Tyonek,Alabama,United States,61.067615,-151.137814
Tenakee Springs,Alabama,United States,57.777275,-135.207564
Tetlin,Alabama,United States,63.137798,-142.524002
Thorne Bay,Alabama,United States,55.683291,-132.528511
Point Hope,Alabama,United States,68.347542,-166.789825
Togiak,Alabama,United States,59.06034,-160.377704
Nikolai,Alabama,United States,63.01227,-154.381634
Healy,Alabama,United States,63.871579,-148.999466
Chalkyitsik,Alabama,United States,66.65429,-143.722659
Northway,Alabama,United States,62.960018,-141.928909
Wasilla,Alabama,United States,61.582245,-149.445364
White Mountain,Alabama,United States,64.681065,-163.408449
Whittier,Alabama,United States,60.773185,-148.684694
Napakiak,Alabama,United States,60.694331,-161.967179
Wiseman Village,Alabama,United States,36.237911,-91.834602
Reid Street Wrangell,Alabama,United States,56.47284,-132.383029
Atka,Alabama,United States,52.194804,-174.197128
Mesa,Alabama,United States,33.417045,-111.831459
Phoenix,Alabama,United States,33.44826,-112.075774
Avondale,Alabama,United States,33.4405,-112.349664
Mohave Valley,Alabama,United States,34.92384,-114.597859
Whiteriver,Alabama,United States,33.834865,-109.964934
Tucson,Alabama,United States,32.221553,-110.969754
Wellton,Alabama,United States,32.672722,-114.147167
Apache Junction,Alabama,United States,33.42314,-111.546119
Glendale,Alabama,United States,33.53858,-112.186279
Ash Fork,Alabama,United States,35.2239,-112.481424
Yuma,Alabama,United States,32.68485,-114.624614
Sells,Alabama,United States,31.916466,-111.889154
Chandler,Alabama,United States,33.303385,-111.840829
Benson,Alabama,United States,31.968784,-110.298684
Bisbee,Alabama,United States,31.441823,-109.914459
Lakeside,Alabama,United States,34.136219,-109.950882
Bowie,Alabama,United States,32.326695,-109.486909
Prescott Valley,Alabama,United States,34.585999,-112.322906
Sierra Vista,Alabama,United States,31.56945,-110.274679
Camp Verde,Alabama,United States,34.562045,-111.853554
Oro Valley,Alabama,United States,32.40766,-110.995691
Prescott,Alabama,United States,34.541425,-112.468729
Cave Creek,Alabama,United States,33.827594,-111.955097
Casa Grande,Alabama,United States,32.879545,-111.750324
Peoria,Alabama,United States,33.577314,-112.240909
Laveen,Alabama,United States,33.362955,-112.164819
Scottsdale,Alabama,United States,33.494,-111.920694
Chino Valley,Alabama,United States,34.755345,-112.453985
Vail,Alabama,United States,32.047871,-110.71202
Flagstaff,Alabama,United States,35.1982,-111.651304
Tempe,Alabama,United States,33.42551,-111.937419
Coolidge,Alabama,United States,32.977625,-111.517029
Goodyear,Alabama,United States,33.436305,-112.358299
Gilbert,Alabama,United States,33.329042,-111.789767
Winslow,Alabama,United States,35.02426,-110.696244
Douglas,Alabama,United States,31.344444,-109.552134
El Mirage,Alabama,United States,33.61528,-112.322579
Florence,Alabama,United States,33.038815,-111.387544
Fort Thomas,Alabama,United States,33.037375,-109.966179
Fredonia,Alabama,United States,36.95202,-112.526414
Thatcher,Alabama,United States,32.84915,-109.760019
Globe,Alabama,United States,33.39576,-110.789124
Grand Canyon,Alabama,United States,36.054885,-112.122099
Tuba City,Alabama,United States,36.125705,-111.236889
Winkelman,Alabama,United States,32.987755,-110.772749
Keams Canyon,Alabama,United States,35.812986,-110.201901
Joseph City,Alabama,United States,34.955995,-110.332159
Kingman,Alabama,United States,35.188825,-114.055434
Lake Havasu City,Alabama,United States,34.47398,-114.345864
Show Low,Alabama,United States,34.250185,-110.043019
Marana,Alabama,United States,32.460571,-111.218109
Mayer,Alabama,United States,34.398443,-112.231009
Miami,Alabama,United States,33.398526,-110.87055
Cottonwood,Alabama,United States,34.73996,-112.009744
Heber,Alabama,United States,34.431133,-110.596555
Bullhead City,Alabama,United States,35.125704,-114.578445
Kayenta,Alabama,United States,36.724457,-110.25647
Sfford,Alabama,United States,32.83437,-109.708244
Snowflake,Alabama,United States,34.51266,-110.078974
Nogales,Alabama,United States,31.337835,-110.940064
Taylor,Alabama,United States,34.468665,-110.091033
Humboldt,Alabama,United States,34.498769,-112.236017
Page,Alabama,United States,36.919837,-111.461758
Parker,Alabama,United States,34.149885,-114.288799
Patagonia,Alabama,United States,31.540795,-110.752124
Rimrock,Alabama,United States,34.648356,-111.785229
Payson,Alabama,United States,34.231321,-111.324678
Pima,Alabama,United States,32.89624,-109.828284
Pinon,Alabama,United States,36.101375,-110.225622
Queen Creek,Alabama,United States,33.24467,-111.634519
Kearny,Alabama,United States,33.05998,-110.905189
Teec Nos Pos,Alabama,United States,36.923345,-109.091759
Pinetop,Alabama,United States,34.125809,-109.935471
Springerville,Alabama,United States,34.133475,-109.285324
Rio Rico,Alabama,United States,31.474939,-110.983141
Eagar,Alabama,United States,34.11095,-109.292629
Safford,Alabama,United States,32.83437,-109.708244
Sahuarita,Alabama,United States,31.95766,-110.954729
Salome,Alabama,United States,33.78208,-113.613189
San Carlos,Alabama,United States,33.351385,-110.452454
San Manuel,Alabama,United States,32.613585,-110.627653
Sanders,Alabama,United States,35.215199,-109.332733
Eloy,Alabama,United States,32.75242,-111.555554
Quartzsite,Alabama,United States,33.6762,-114.217079
Sedona,Alabama,United States,34.865979,-111.763818
Seligman,Alabama,United States,35.326635,-112.874844
Hereford,Alabama,United States,31.439282,-110.100314
St. David,Alabama,United States,31.905265,-110.219589
St. Johns,Alabama,United States,34.506765,-109.365589
Superior,Alabama,United States,33.289096,-111.10052
WayTombstone,Alabama,United States,34.167874,-111.930706
Tonopah,Alabama,United States,33.49246,-112.936939
Elfrida,Alabama,United States,31.681654,-109.687205
Showlow,Alabama,United States,34.250185,-110.043019
Willcox,California,United States,32.253135,-109.832069
Williams,California,United States,35.25,-112.190754
